,carat,cut,color,clarity,depth,table,price,x,y,z,class
14245,0.31,Ideal,E,VS2,61.8,56.0,622,4.35,4.37,2.69,accept
14246,0.53,Ideal,G,VVS1,62.1,56.0,1958,5.19,5.21,3.23,reject
14247,1.07,Ideal,E,SI2,62.4,57.0,4613,6.52,6.55,4.08,reject
14248,0.91,Very Good,D,SI2,61.5,56.0,4123,6.22,6.27,3.84,reject
14249,1.5,Premium,J,VVS2,61.8,60.0,8760,7.36,7.33,4.54,reject
14250,0.42,Ideal,E,VVS2,62.3,55.0,1216,4.76,4.81,2.98,accept
14251,0.76,Ideal,F,VS2,61.9,57.0,3648,5.83,5.86,3.62,reject
14252,0.57,Ideal,E,VS2,61.8,56.0,1851,5.29,5.33,3.28,accept
14253,0.53,Ideal,D,VS2,62.2,56.0,1809,5.17,5.18,3.22,accept
14254,0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33,accept
14255,0.41,Ideal,F,VVS1,61.3,54.0,1196,4.79,4.84,2.95,accept
14256,0.3,Very Good,G,VVS2,62.9,55.0,684,4.3,4.32,2.71,reject
14257,0.42,Ideal,G,VS1,61.2,54.0,921,4.82,4.86,2.96,reject
14258,0.32,Ideal,H,VS2,62.1,56.0,505,4.37,4.42,2.73,reject
14259,0.52,Ideal,E,VS2,61.5,56.0,1760,5.16,5.18,3.18,accept
14260,0.41,Ideal,D,VVS2,62.1,56.0,1295,4.76,4.78,2.96,accept
14261,0.4,Very Good,D,SI2,62.8,56.0,666,4.7,4.73,2.96,reject
14262,0.38,Ideal,F,VS2,62.3,54.0,870,4.65,4.69,2.91,accept
14263,0.51,Good,E,SI1,63.5,54.0,1343,5.07,5.1,3.23,reject
14264,0.7,Good,F,SI1,63.1,64.0,2167,5.61,5.58,3.53,reject
14265,0.9,Good,F,VS2,62.4,58.0,4370,6.08,6.1,3.8,reject
14266,1.32,Ideal,I,SI1,62.0,57.0,7162,6.99,7.04,4.35,reject
14267,0.51,Ideal,E,SI1,61.5,55.0,1546,5.18,5.16,3.18,reject
14268,0.53,Premium,F,VS2,60.6,55.0,1753,5.26,5.23,3.18,accept
14269,0.34,Ideal,I,SI1,61.9,57.0,459,4.44,4.48,2.76,reject
14270,0.93,Very Good,F,I1,61.3,59.0,2374,6.22,6.27,3.83,reject
14271,0.9,Very Good,E,VS2,62.5,58.0,5305,6.14,6.18,3.85,reject
14272,0.56,Very Good,D,VVS1,62.0,56.0,2866,5.25,5.3,3.27,accept
14273,0.31,Ideal,G,VS1,61.3,56.0,802,4.38,4.36,2.68,reject
14274,0.53,Premium,D,VS1,62.4,61.0,1940,5.25,5.14,3.24,accept
14275,0.32,Ideal,F,IF,61.1,55.0,984,4.47,4.44,2.72,accept
14276,0.37,Premium,F,VS2,60.6,58.0,746,4.63,4.67,2.82,accept
14277,0.31,Premium,G,VS2,62.2,59.0,698,4.35,4.3,2.69,reject
14278,0.72,Good,F,VS1,63.8,58.0,3002,5.68,5.63,3.61,accept
14279,0.52,Ideal,E,VS2,62.6,57.0,1689,5.09,5.17,3.21,accept
14280,0.32,Ideal,D,VS2,62.2,56.0,972,4.39,4.36,2.72,accept
14281,0.73,Very Good,D,SI2,60.3,60.0,2374,5.82,5.89,3.53,reject
14282,0.3,Premium,E,VS2,62.4,59.0,658,4.26,4.3,2.67,accept
14283,0.3,Ideal,E,VVS1,62.3,55.0,862,4.31,4.32,2.69,accept
14284,0.4,Ideal,H,SI1,62.0,56.0,855,4.74,4.68,2.92,reject
14285,0.82,Premium,I,VS2,62.2,59.0,2716,6.03,5.97,3.73,reject
14286,0.52,Ideal,G,VVS1,61.6,55.0,2063,5.14,5.18,3.18,reject
14287,0.23,Very Good,D,VVS2,62.0,58.0,530,3.94,3.96,2.45,accept
14288,1.36,Ideal,F,VVS1,61.3,57.0,15386,7.23,7.13,4.4,reject
14289,0.37,Premium,F,VS2,62.7,58.0,746,4.55,4.58,2.86,accept
14290,1.07,Premium,F,SI1,61.7,56.0,5813,6.66,6.5,4.06,reject
14291,0.31,Ideal,F,VS2,61.9,55.0,802,4.35,4.31,2.68,accept
14292,0.55,Ideal,F,VS1,61.6,57.0,1980,5.29,5.23,3.24,accept
14293,0.38,Very Good,G,VS1,61.9,54.0,693,4.65,4.69,2.89,reject
14294,1.02,Fair,E,SI1,65.7,58.0,5681,6.23,6.31,4.12,reject
14295,0.35,Fair,E,VVS2,66.2,61.0,738,4.4,4.36,2.9,accept
14296,0.41,Good,E,SI2,63.4,58.0,638,4.71,4.75,3.0,reject
14297,1.01,Ideal,H,SI1,61.2,58.0,4943,6.42,6.49,3.95,reject
14298,0.3,Ideal,E,VS2,62.4,57.0,844,4.26,4.24,2.65,accept
14299,0.26,Ideal,F,VVS2,62.5,56.0,769,4.12,4.1,2.57,accept
14300,0.3,Ideal,H,VS1,61.4,54.0,526,4.33,4.37,2.67,reject
14301,0.4,Ideal,E,VVS1,60.8,57.0,1278,4.79,4.82,2.92,accept
14302,0.3,Very Good,H,SI1,62.9,57.0,421,4.26,4.29,2.69,reject
14303,0.39,Very Good,F,VS2,63.3,55.0,1011,4.66,4.63,2.94,accept
14304,1.02,Ideal,G,SI1,61.5,57.0,5398,6.54,6.44,3.99,reject
14305,1.01,Ideal,F,SI1,62.3,55.0,4276,6.38,6.31,3.95,reject
14306,0.3,Very Good,E,VS2,62.4,57.0,658,4.24,4.26,2.65,accept
14307,0.55,Premium,D,VS2,61.3,60.0,1928,5.28,5.29,3.24,accept
14308,0.7,Very Good,G,VS2,63.1,58.0,2479,5.65,5.61,3.55,reject
14309,0.52,Premium,E,VS1,61.6,58.0,1793,5.18,5.14,3.18,accept
14310,0.31,Ideal,F,VS2,62.0,56.0,802,4.39,4.35,2.71,accept
14311,0.46,Ideal,G,SI1,62.0,53.0,930,4.99,5.04,3.11,reject
14312,0.72,Ideal,E,SI1,61.0,56.0,2951,5.84,5.79,3.55,reject
14313,0.4,Very Good,E,SI1,63.5,57.0,882,4.72,4.7,2.99,reject
14314,0.43,Ideal,I,IF,62.0,55.0,1056,4.83,4.85,3.0,reject
14315,0.37,Ideal,E,VS2,62.0,57.0,1041,4.63,4.6,2.86,accept
14316,1.14,Premium,D,SI2,62.4,58.0,4513,6.67,6.7,4.17,reject
14317,0.36,Ideal,H,VVS2,62.3,57.0,726,4.52,4.57,2.83,reject
14318,0.31,Ideal,F,IF,61.0,56.0,914,4.39,4.43,2.69,accept
14319,0.57,Ideal,E,VS2,61.3,57.0,2319,5.38,5.29,3.27,accept
14320,1.01,Very Good,F,SI1,59.7,61.0,4899,6.49,6.55,3.89,reject
14321,0.77,Very Good,G,VS2,61.3,60.0,2896,5.81,5.91,3.59,reject
14322,0.32,Ideal,E,VS2,62.3,56.0,900,4.41,4.38,2.74,accept
14323,0.77,Ideal,F,VS1,61.9,54.0,3750,5.91,5.94,3.66,reject
14324,0.59,Premium,G,VS2,61.1,57.0,1789,5.43,5.4,3.31,reject
14325,0.4,Ideal,E,VS1,61.2,55.0,1005,4.79,4.76,2.92,reject
14326,0.31,Ideal,E,VVS2,61.4,57.0,791,4.37,4.39,2.69,accept
14327,0.53,Ideal,F,VS2,62.2,55.0,1650,5.16,5.19,3.22,accept
14328,0.33,Ideal,E,VS2,61.3,55.0,928,4.48,4.46,2.74,accept
14329,0.32,Ideal,F,VVS2,62.1,54.0,1008,4.44,4.41,2.75,accept
14330,0.57,Ideal,E,VS2,61.6,56.0,1728,5.34,5.38,3.3,accept
14331,1.4,Ideal,H,IF,60.9,57.0,10976,7.22,7.29,4.42,reject
14332,0.42,Ideal,H,VS1,61.2,57.0,1048,4.87,4.8,2.96,reject
14333,0.5,Good,G,SI2,62.3,64.0,1121,5.1,5.02,3.15,reject
14334,1.51,Premium,J,VS1,62.1,58.0,8524,7.4,7.36,4.58,reject
14335,0.41,Ideal,E,VVS2,61.6,56.0,1187,4.78,4.8,2.95,accept
14336,1.01,Fair,D,VVS2,65.4,57.0,8716,6.2,6.16,4.04,reject
14337,0.3,Premium,E,VS2,61.8,58.0,844,4.36,4.31,2.68,accept
14338,0.38,Premium,D,VS2,61.6,59.0,998,4.66,4.62,2.86,accept
14339,0.52,Ideal,E,VS2,61.3,56.0,1743,5.21,5.17,3.18,accept
14340,1.73,Premium,F,VS2,61.2,58.0,16975,7.76,7.69,4.73,reject
14341,1.59,Ideal,I,VS2,61.7,57.0,10752,7.47,7.52,4.62,reject
14342,1.02,Very Good,E,IF,63.5,58.0,10710,6.43,6.33,4.05,accept
14343,0.36,Ideal,D,VVS1,61.5,55.0,1718,4.61,4.63,2.84,accept
14344,0.32,Ideal,G,VVS2,61.6,56.0,708,4.42,4.44,2.73,reject
14345,0.42,Premium,F,VVS1,60.5,58.0,1389,4.84,4.81,2.92,accept
14346,0.9,Premium,H,SI2,62.1,59.0,3326,6.13,6.04,3.78,reject
14347,0.6,Premium,E,VVS2,62.4,61.0,2393,5.36,5.31,3.33,accept
14348,0.3,Very Good,H,VS2,62.5,58.0,473,4.26,4.28,2.67,reject
14349,0.71,Very Good,E,VVS1,62.8,59.0,4228,5.66,5.71,3.57,accept
14350,0.55,Ideal,E,VS2,60.3,57.0,1596,5.28,5.3,3.19,accept
14351,0.53,Very Good,E,VS1,58.5,61.0,1852,5.28,5.39,3.12,accept
14352,1.34,Premium,E,IF,61.8,58.0,17663,7.15,7.08,4.4,accept
14353,1.01,Premium,E,VS2,58.1,60.0,6516,6.58,6.51,3.8,reject
14354,0.33,Ideal,G,VS2,62.6,56.0,743,4.41,4.38,2.75,reject
14355,0.41,Ideal,E,VVS2,62.5,57.0,1082,4.76,4.71,2.96,accept
14356,0.2,Very Good,E,VS2,63.4,59.0,367,3.74,3.71,2.36,accept
14357,0.55,Ideal,F,VVS1,61.2,54.0,3005,5.3,5.35,3.26,accept
14358,0.4,Ideal,F,VVS1,62.2,56.0,1186,4.71,4.74,2.94,accept
14359,0.73,Ideal,F,VVS2,61.7,54.0,3524,5.76,5.82,3.57,accept
14360,0.73,Ideal,D,VS2,61.4,56.0,3528,5.78,5.81,3.56,accept
14361,2.15,Ideal,I,SI2,61.7,55.0,14519,8.43,8.24,5.14,reject
14362,1.03,Ideal,G,SI1,61.1,57.0,5147,6.54,6.58,4.01,reject
14363,0.59,Very Good,E,VS2,60.8,57.0,2068,5.37,5.42,3.28,accept
14364,0.51,Ideal,D,VS1,62.5,57.0,1873,5.13,5.08,3.19,accept
14365,0.53,Ideal,D,VS2,61.6,56.0,2266,5.2,5.22,3.21,accept
14366,0.32,Ideal,G,VS1,61.4,54.0,614,4.45,4.48,2.74,reject
14367,0.7,Premium,E,SI2,62.1,59.0,2273,5.65,5.63,3.5,reject
14368,1.02,Ideal,F,SI1,60.1,59.0,5549,6.59,6.56,3.95,reject
14369,0.32,Ideal,F,VS2,61.9,56.0,645,4.41,4.44,2.74,accept
14370,0.3,Premium,F,VS2,60.7,58.0,776,4.35,4.32,2.63,accept
14371,0.54,Good,E,SI2,63.9,54.0,1112,5.18,5.12,3.29,reject
14372,0.3,Ideal,G,IF,62.1,53.0,863,4.3,4.33,2.68,reject
14373,0.41,Premium,F,VS1,58.6,61.0,1076,4.87,4.83,2.84,reject
14374,0.51,Ideal,F,VS2,62.8,57.0,1619,5.1,5.06,3.19,accept
14375,1.01,Premium,D,SI1,61.8,58.0,6075,6.42,6.37,3.95,reject
14376,0.24,Very Good,D,VVS2,60.1,57.0,499,4.03,4.09,2.44,accept
14377,0.24,Very Good,E,VVS2,62.1,59.0,471,3.95,4.0,2.47,accept
14378,0.3,Premium,D,VS2,62.2,60.0,911,4.3,4.28,2.67,accept
14379,0.7,Ideal,E,VVS1,61.9,56.0,5338,5.66,5.69,3.51,accept
14380,1.01,Good,H,SI1,57.1,58.0,4488,6.6,6.64,3.78,reject
14381,0.55,Ideal,E,VS1,61.7,55.0,1975,5.27,5.29,3.26,accept
14382,0.7,Very Good,D,VS1,63.1,59.0,2755,5.67,5.58,3.55,accept
14383,0.31,Very Good,G,VVS1,63.1,56.0,1046,4.35,4.33,2.74,reject
14384,0.31,Ideal,E,VS2,60.9,57.0,872,4.36,4.34,2.65,accept
14385,0.33,Premium,F,VS2,62.2,58.0,854,4.44,4.43,2.76,accept
14386,1.24,Premium,F,SI1,62.6,59.0,6125,6.86,6.76,4.26,reject
14387,0.31,Ideal,D,VS2,62.5,56.0,734,4.31,4.36,2.71,accept
14388,0.62,Ideal,G,VS1,60.7,55.0,2206,5.55,5.59,3.38,reject
14389,1.02,Ideal,D,SI1,62.8,56.0,6158,6.44,6.39,4.03,reject
14390,0.3,Ideal,H,VVS2,61.5,56.0,605,4.33,4.35,2.67,reject
14391,1.03,Premium,H,VS2,60.9,58.0,5364,6.55,6.48,3.97,reject
14392,0.42,Ideal,F,VVS2,61.6,56.0,1221,4.85,4.83,2.98,accept
14393,0.94,Ideal,F,I1,61.5,55.0,2571,6.34,6.37,3.91,reject
14394,1.04,Premium,G,SI2,60.3,62.0,4158,6.56,6.5,3.94,reject
14395,0.31,Ideal,E,VVS2,61.1,56.0,864,4.38,4.39,2.68,accept
14396,0.33,Ideal,E,VS2,62.1,56.0,928,4.46,4.43,2.76,accept
14397,0.71,Very Good,I,VS2,61.1,60.0,2384,5.72,5.77,3.51,reject
14398,1.0,Ideal,D,SI2,62.7,58.0,5246,6.34,6.39,3.99,reject
14399,0.71,Good,D,VS2,63.6,54.0,4289,5.7,5.75,3.64,accept
14400,0.5,Ideal,F,SI1,60.2,63.0,1374,5.12,5.15,3.09,reject
14401,0.78,Premium,F,SI2,60.6,57.0,2340,5.98,5.94,3.61,reject
14402,0.43,Premium,D,VVS2,59.5,59.0,1238,4.97,4.95,2.95,accept
14403,0.3,Ideal,F,IF,61.8,55.0,886,4.32,4.35,2.68,accept
14404,0.3,Premium,G,IF,61.0,62.0,956,4.34,4.32,2.64,reject
14405,1.5,Premium,H,VS2,62.2,58.0,10291,7.27,7.36,4.55,reject
14406,1.04,Ideal,H,SI1,61.9,57.0,4515,6.49,6.46,4.01,reject
14407,0.31,Ideal,H,VVS1,61.6,57.0,846,4.35,4.32,2.67,reject
14408,0.55,Premium,E,VS2,59.1,62.0,1664,5.37,5.32,3.16,accept
14409,0.32,Ideal,D,VS2,62.0,55.0,972,4.41,4.37,2.72,accept
14410,1.22,Premium,I,SI2,62.3,58.0,4831,6.8,6.85,4.25,reject
14411,0.24,Very Good,F,VVS2,62.8,58.0,552,3.95,3.98,2.49,accept
14412,0.41,Ideal,F,VVS2,60.1,57.0,1192,4.85,4.83,2.91,accept
14413,0.38,Ideal,I,VVS1,61.6,56.0,791,4.68,4.71,2.89,reject
14414,0.91,Very Good,I,VS2,62.5,58.0,3579,6.13,6.19,3.85,reject
14415,0.4,Premium,F,VS2,61.0,58.0,842,4.72,4.79,2.9,accept
14416,0.31,Ideal,D,VS2,61.5,56.0,942,4.41,4.37,2.7,accept
14417,0.33,Ideal,E,VS2,62.3,57.0,928,4.43,4.37,2.74,accept
14418,0.33,Ideal,E,VS2,62.4,54.0,682,4.44,4.47,2.78,accept
14419,0.61,Very Good,D,VVS2,59.6,57.0,2763,5.56,5.58,3.32,accept
14420,0.54,Very Good,G,VVS1,60.6,55.0,1983,5.28,5.31,3.21,reject
14421,0.7,Good,D,VS2,64.1,59.0,3033,5.56,5.49,3.54,accept
14422,0.58,Ideal,E,VS2,61.9,56.0,1984,5.38,5.35,3.32,accept
14423,0.5,Good,F,VS2,63.3,57.0,1436,5.02,5.06,3.19,accept
14424,0.28,Ideal,H,VS2,61.9,55.0,467,4.2,4.23,2.61,reject
14425,1.14,Premium,D,I1,61.8,59.0,4022,6.74,6.62,4.13,reject
14426,0.7,Very Good,F,VS2,61.6,58.0,2362,5.7,5.72,3.52,accept
14427,0.35,Ideal,J,VS1,62.6,53.7,483,4.51,4.54,2.83,reject
14428,0.3,Ideal,E,VVS1,62.3,55.0,826,4.29,4.32,2.68,accept
14429,0.53,Ideal,H,VS2,61.5,56.0,1427,5.21,5.26,3.22,reject
14430,2.01,Good,J,SI2,63.4,59.0,11554,7.95,7.99,5.05,reject
14431,0.56,Premium,E,VS2,61.1,57.0,1864,5.38,5.33,3.27,accept
14432,0.53,Ideal,G,IF,61.8,57.0,2247,5.18,5.22,3.21,reject
14433,0.3,Ideal,D,VVS2,62.4,54.0,814,4.3,4.32,2.69,accept
14434,0.54,Ideal,H,VVS2,60.9,57.0,1983,5.26,5.22,3.19,reject
14435,1.13,Ideal,H,VS2,62.0,55.0,4708,6.68,6.65,4.13,reject
14436,1.22,Ideal,E,SI2,62.8,54.0,4974,6.78,6.75,4.25,reject
14437,0.3,Ideal,E,VVS1,61.2,57.0,895,4.33,4.36,2.66,accept
14438,0.71,Premium,E,SI1,60.1,60.0,2552,5.78,5.73,3.45,reject
14439,0.55,Very Good,F,SI1,62.9,58.0,1260,5.23,5.26,3.3,reject
14440,1.36,Premium,I,VS1,62.0,59.0,7592,7.1,7.06,4.39,reject
14441,0.54,Ideal,D,VS1,61.4,53.0,1955,5.28,5.3,3.25,accept
14442,0.28,Ideal,E,VVS1,60.6,55.0,787,4.28,4.3,2.6,accept
14443,0.44,Very Good,E,VS2,60.3,58.0,987,4.9,4.92,2.96,accept
14444,1.08,Ideal,H,VS2,61.9,54.0,5745,6.61,6.64,4.1,reject
14445,1.02,Premium,G,SI1,61.3,58.0,4341,6.47,6.45,3.96,reject
14446,0.41,Premium,F,VS2,60.3,58.0,1107,4.85,4.8,2.91,accept
14447,0.32,Very Good,F,VS2,63.3,57.0,773,4.38,4.34,2.76,accept
14448,0.31,Ideal,D,VVS2,62.0,56.0,766,4.34,4.37,2.7,accept
14449,0.33,Ideal,F,VVS2,61.9,56.0,1040,4.46,4.42,2.75,accept
14450,0.32,Premium,G,SI2,62.4,59.0,540,4.4,4.35,2.73,reject
14451,1.0,Good,D,I1,57.8,62.0,2657,6.51,6.47,3.75,reject
14452,1.52,Premium,J,VS1,61.2,59.0,8366,7.39,7.36,4.51,reject
14453,1.0,Very Good,E,SI2,58.7,59.0,4975,6.5,6.58,3.84,reject
14454,0.51,Good,E,VS2,61.1,65.0,1424,5.14,5.11,3.13,accept
14455,0.52,Ideal,D,VS2,61.7,56.0,1919,5.18,5.16,3.19,accept
14456,1.2,Very Good,J,VS2,58.7,60.0,5234,6.93,6.96,4.08,reject
14457,1.02,Ideal,G,VS2,61.7,56.0,6648,6.44,6.52,4.0,reject
14458,0.71,Ideal,G,VS2,62.4,57.0,2515,5.69,5.66,3.54,reject
14459,0.41,Ideal,G,VVS1,61.0,55.0,1123,4.8,4.82,2.93,reject
14460,0.3,Ideal,D,VS2,62.2,54.0,911,4.31,4.28,2.67,accept
14461,0.9,Ideal,G,VS2,62.6,57.0,4269,6.14,6.2,3.86,reject
14462,0.4,Ideal,E,VVS1,61.5,56.0,1397,4.73,4.7,2.9,accept
14463,0.35,Ideal,I,SI1,61.3,54.0,606,4.56,4.51,2.78,reject
14464,1.02,Very Good,F,VS1,62.4,58.0,7587,6.42,6.47,4.02,reject
14465,1.52,Ideal,F,SI1,62.3,55.1,11971,7.29,7.39,4.58,reject
14466,0.24,Very Good,E,VVS1,62.2,59.0,552,3.99,4.02,2.49,accept
14467,0.68,Good,F,VS1,60.0,60.8,2516,5.67,5.71,3.41,accept
14468,1.7,Premium,E,VS2,62.9,58.0,17323,7.57,7.54,4.75,reject
14469,1.01,Very Good,E,VVS2,63.3,55.0,9140,6.41,6.36,4.04,accept
14470,1.0,Fair,D,SI1,65.5,60.0,5331,6.18,6.12,4.03,reject
14471,0.38,Very Good,F,VS2,61.9,54.8,906,4.63,4.69,2.89,accept
14472,0.24,Very Good,E,VVS1,60.7,60.0,485,4.01,4.06,2.45,accept
14473,0.23,Very Good,E,VVS2,62.6,59.0,505,3.93,3.96,2.47,accept
14474,1.2,Ideal,I,SI1,62.3,53.0,5694,6.8,6.85,4.25,reject
14475,0.31,Ideal,F,VS1,62.4,55.0,744,4.37,4.35,2.72,reject
14476,1.55,Premium,J,SI1,62.5,58.0,7638,7.4,7.36,4.61,reject
14477,0.54,Ideal,E,VS2,60.5,56.0,1754,5.26,5.28,3.19,accept
14478,0.57,Premium,F,VS1,61.3,58.0,1915,5.38,5.26,3.26,accept
14479,0.57,Very Good,F,VVS2,62.6,58.0,2290,5.28,5.3,3.31,accept
14480,2.0,Premium,J,I1,61.5,59.0,5051,8.11,8.06,4.97,reject
14481,0.53,Good,D,VS2,63.4,55.0,1734,5.11,5.23,3.28,accept
14482,0.9,Very Good,H,VS2,60.8,58.0,3890,6.18,6.22,3.77,reject
14483,0.72,Good,J,VS1,63.7,54.0,1959,5.68,5.71,3.63,reject
14484,0.38,Ideal,F,VS2,62.2,57.0,800,4.6,4.63,2.87,accept
14485,0.7,Ideal,E,VS2,62.5,58.0,2917,5.63,5.67,3.53,accept
14486,1.01,Very Good,E,SI2,59.6,61.0,4355,6.56,6.59,3.92,reject
14487,0.4,Ideal,F,VS2,60.6,55.0,1080,4.82,4.78,2.91,accept
14488,2.12,Ideal,D,SI2,62.9,55.0,12707,8.17,8.14,5.13,reject
14489,0.52,Ideal,E,VS2,62.4,57.0,1743,5.14,5.12,3.2,accept
14490,0.57,Good,F,SI2,61.9,57.7,1280,5.32,5.34,3.3,reject
14491,0.3,Ideal,E,VVS2,61.1,56.0,742,4.34,4.37,2.66,accept
14492,1.01,Premium,I,SI2,62.6,58.0,3818,6.43,6.38,4.01,reject
14493,0.5,Good,E,VS1,61.0,61.0,1714,5.07,5.12,3.11,reject
14494,0.5,Premium,D,VS2,62.1,58.0,1845,5.08,5.03,3.14,accept
14495,1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13,reject
14496,0.34,Premium,G,VS2,60.3,59.0,596,4.49,4.53,2.72,reject
14497,0.33,Ideal,D,VS2,62.1,55.0,781,4.43,4.46,2.76,accept
14498,0.9,Very Good,F,SI1,61.4,58.0,4379,6.18,6.23,3.81,reject
14499,0.55,Ideal,F,VS1,62.0,55.0,1881,5.26,5.29,3.27,accept
14500,1.6,Ideal,H,IF,61.5,53.0,16300,7.57,7.69,4.66,reject
14501,0.7,Premium,G,SI1,61.2,60.0,2042,5.7,5.74,3.5,reject
14502,2.01,Ideal,G,SI2,61.0,54.0,16922,8.01,8.13,4.92,reject
14503,0.54,Premium,E,SI1,61.4,60.0,1422,5.21,5.25,3.21,reject
14504,0.28,Very Good,I,VS1,60.9,57.0,462,4.22,4.25,2.58,reject
14505,0.33,Ideal,E,VVS1,61.9,57.0,1312,4.43,4.46,2.75,accept
14506,0.71,Ideal,H,SI1,60.7,59.0,2328,5.75,5.81,3.51,reject
14507,0.32,Ideal,G,IF,61.8,55.0,918,4.41,4.43,2.73,reject
14508,0.33,Ideal,F,VVS1,61.1,55.0,854,4.48,4.52,2.75,accept
14509,0.31,Ideal,F,VVS1,62.4,54.0,840,4.33,4.35,2.71,accept
14510,0.5,Very Good,F,SI1,62.7,61.0,1197,5.01,5.07,3.16,reject
14511,0.31,Ideal,F,IF,61.8,54.0,1046,4.37,4.33,2.69,accept
14512,0.3,Premium,D,VS2,62.0,59.0,911,4.27,4.22,2.63,accept
14513,0.62,Ideal,F,VVS2,61.4,56.0,3299,5.46,5.5,3.37,accept
14514,0.37,Premium,F,VS2,61.2,58.0,957,4.69,4.63,2.85,accept
14515,0.33,Ideal,E,IF,61.9,57.0,1129,4.41,4.45,2.74,accept
14516,0.27,Very Good,F,VVS2,60.8,59.0,591,4.17,4.19,2.54,accept
14517,0.35,Ideal,F,VS2,62.1,56.0,906,4.57,4.54,2.83,accept
14518,1.02,Very Good,H,SI1,62.8,59.0,4348,6.33,6.38,3.99,reject
14519,0.31,Ideal,G,VVS1,62.6,53.0,789,4.37,4.38,2.74,reject
14520,2.03,Premium,H,SI1,61.7,59.0,16747,8.1,8.17,5.02,reject
14521,1.0,Good,I,SI1,63.8,58.0,3850,6.28,6.32,4.02,reject
14522,0.3,Ideal,E,VS2,62.0,55.0,658,4.25,4.3,2.65,accept
14523,0.27,Ideal,E,VVS2,60.2,55.0,760,4.24,4.27,2.56,accept
14524,0.72,Very Good,D,VS1,62.7,58.0,2951,5.65,5.68,3.55,accept
14525,0.53,Ideal,D,VS2,61.4,56.0,1659,5.18,5.21,3.19,accept
14526,0.5,Good,D,VS2,64.1,61.0,1402,4.98,5.01,3.2,accept
14527,0.7,Premium,E,VS1,62.7,60.0,2695,5.64,5.59,3.52,accept
14528,0.54,Ideal,F,VVS2,61.0,54.0,2231,5.28,5.3,3.23,accept
14529,1.5,Premium,F,VS2,61.1,58.0,14199,7.36,7.33,4.49,reject
14530,0.3,Ideal,I,SI1,61.8,57.0,382,4.3,4.34,2.67,reject
14531,1.02,Premium,J,SI2,62.3,58.0,3119,6.42,6.37,3.98,reject
14532,0.5,Very Good,D,VS2,61.1,58.0,1646,5.07,5.11,3.11,accept
14533,0.5,Very Good,D,VS2,63.3,56.0,1569,5.0,5.05,3.18,accept
14534,0.31,Ideal,F,IF,61.2,56.0,914,4.37,4.39,2.68,accept
14535,0.3,Ideal,D,VS2,62.3,56.0,911,4.32,4.29,2.68,accept
14536,1.0,Very Good,E,SI2,60.6,61.0,4312,6.39,6.44,3.89,reject
14537,1.31,Ideal,F,SI1,61.6,55.0,9331,7.04,7.09,4.35,reject
14538,0.3,Ideal,F,VVS2,61.8,57.0,694,4.28,4.33,2.66,accept
14539,0.51,Ideal,F,VS2,62.3,56.0,1711,5.12,5.08,3.18,accept
14540,0.31,Very Good,E,VVS2,60.8,55.0,816,4.38,4.43,2.68,accept
14541,0.36,Very Good,E,VS2,62.8,55.0,789,4.49,4.56,2.84,accept
14542,1.02,Good,G,SI1,63.6,58.0,5055,6.39,6.34,4.05,reject
14543,0.9,Very Good,F,I1,61.9,59.0,2199,6.16,6.18,3.82,reject
14544,0.31,Premium,H,VS1,61.8,61.0,698,4.36,4.32,2.68,reject
14545,0.82,Premium,I,VS1,61.9,58.0,2853,5.99,5.97,3.7,reject
14546,1.53,Very Good,H,IF,63.1,57.0,13369,7.34,7.25,4.6,reject
14547,0.51,Premium,E,VS2,61.7,58.0,1656,5.12,5.15,3.17,accept
14548,0.51,Ideal,G,VVS2,61.2,55.0,1875,5.15,5.18,3.16,reject
14549,0.36,Ideal,E,VS2,60.2,56.0,1080,4.65,4.62,2.79,accept
14550,0.31,Very Good,D,IF,62.0,56.0,1331,4.33,4.35,2.69,accept
14551,0.72,Ideal,F,VS2,62.0,57.0,2607,5.77,5.72,3.56,accept
14552,0.32,Ideal,E,VS2,61.5,56.0,716,4.43,4.45,2.73,accept
14553,0.3,Ideal,D,VS2,62.4,55.0,790,4.32,4.3,2.69,accept
14554,0.3,Ideal,D,VVS1,62.1,56.0,853,4.31,4.32,2.68,accept
14555,0.53,Ideal,D,VS1,61.6,56.0,2340,5.23,5.19,3.21,accept
14556,0.53,Very Good,F,VS2,60.5,55.0,1610,5.24,5.29,3.19,accept
14557,1.07,Ideal,E,VVS2,61.4,56.0,10043,6.65,6.55,4.05,accept
14558,0.32,Ideal,E,VS2,62.0,57.0,702,4.37,4.41,2.72,accept
14559,0.84,Ideal,I,VS2,61.7,55.0,3475,6.07,6.11,3.76,reject
14560,0.52,Ideal,G,VVS2,62.7,55.0,1906,5.12,5.15,3.22,reject
14561,0.41,Good,E,SI1,63.3,57.0,755,4.73,4.75,3.0,reject
14562,0.32,Premium,F,VS2,61.0,61.0,828,4.41,4.38,2.68,accept
14563,0.71,Ideal,E,SI2,61.2,57.0,2398,5.74,5.82,3.54,reject
14564,0.2,Premium,F,VS2,62.6,59.0,367,3.73,3.71,2.33,accept
14565,0.5,Premium,F,SI2,62.2,54.0,1094,5.14,5.08,3.18,reject
