,carat,cut,color,clarity,depth,table,price,x,y,z
25134,1.02,Ideal,F,SI2,61.0,58.0,4457,6.48,6.51,3.96
25135,0.36,Ideal,J,VS1,61.7,53.7,513,4.58,4.62,2.84
25136,2.0,Very Good,J,SI1,62.2,59.0,12196,7.92,7.97,4.94
25137,0.29,Very Good,E,VS1,62.8,44.0,474,4.2,4.24,2.65
25138,0.41,Ideal,F,VS1,62.7,55.0,1076,4.77,4.74,2.98
25139,0.56,Premium,F,SI2,59.1,58.0,1225,5.44,5.38,3.2
25140,1.51,Premium,G,VS2,60.7,60.0,12437,7.36,7.4,4.48
25141,1.21,Ideal,G,VVS2,59.4,59.0,9954,6.92,7.01,4.14
25142,3.4,Fair,D,I1,66.8,52.0,15964,9.42,9.34,6.27
25143,0.39,Good,I,VS2,62.3,61.0,648,4.6,4.61,2.87
25144,0.5,Ideal,H,SI1,62.2,53.0,1154,5.06,5.14,3.17
25145,0.94,Ideal,G,VVS1,62.4,58.0,6488,6.22,6.27,3.9
25146,0.91,Ideal,G,SI1,62.5,56.0,4673,6.19,6.22,3.88
25147,2.03,Ideal,I,SI1,62.6,55.0,14548,8.06,8.11,5.06
25148,0.34,Premium,I,VVS1,62.4,59.0,803,4.44,4.4,2.76
25149,0.46,Very Good,E,VS1,62.9,52.0,1257,4.9,4.95,3.1
25150,1.01,Very Good,D,SI1,61.4,59.0,6270,6.37,6.43,3.93
25151,0.33,Premium,H,VS2,62.3,58.0,668,4.41,4.38,2.74
25152,0.82,Ideal,F,VS2,61.9,57.0,3453,5.99,5.96,3.7
25153,0.81,Premium,F,SI1,61.9,59.0,3043,5.97,5.95,3.69
25154,0.7,Ideal,E,SI1,61.7,55.0,2745,5.71,5.74,3.53
25155,0.78,Very Good,J,VS2,63.0,58.0,2312,5.84,5.87,3.69
25156,2.06,Premium,G,SI1,61.5,58.0,18439,8.2,8.15,5.03
25157,1.01,Very Good,H,VS2,62.2,56.0,4821,6.35,6.44,3.98
25158,0.42,Premium,F,VS1,60.9,59.0,1031,4.8,4.85,2.94
25159,0.53,Ideal,G,SI2,62.3,53.0,1113,5.21,5.25,3.26
25160,1.01,Good,E,SI2,60.2,60.0,4566,6.37,6.42,3.85
25161,1.2,Very Good,G,VS1,61.0,59.0,8577,6.81,6.86,4.17
25162,0.7,Fair,J,SI1,63.0,57.0,1723,5.55,5.6,3.51
25163,1.03,Premium,D,SI2,62.3,58.0,3675,6.5,6.4,4.03
25164,1.17,Ideal,G,VS1,61.7,57.0,9326,6.71,6.75,4.15
25165,0.94,Very Good,E,SI2,62.0,58.0,3886,6.23,6.29,3.88
25166,0.31,Ideal,I,SI1,62.0,53.0,436,4.37,4.4,2.72
25167,1.15,Premium,H,SI2,62.0,58.0,4830,6.7,6.66,4.14
25168,1.11,Premium,H,I1,61.0,59.0,3263,6.67,6.61,4.05
25169,2.01,Premium,H,SI1,61.8,58.0,17347,8.13,8.06,5.0
25170,1.06,Ideal,F,VVS2,61.1,57.0,8776,6.62,6.57,4.03
25171,0.3,Ideal,G,VVS1,61.7,57.0,684,4.31,4.34,2.67
25172,0.29,Very Good,H,VVS2,62.2,54.0,466,4.23,4.26,2.64
25173,1.0,Good,H,VS2,63.8,59.0,4028,6.28,6.26,4.0
25174,0.32,Very Good,E,SI2,62.7,57.0,449,4.34,4.37,2.73
25175,2.03,Very Good,H,SI1,63.0,60.0,18781,8.0,7.93,5.02
25176,0.3,Premium,I,VS1,61.6,61.0,567,4.28,4.23,2.62
25177,0.5,Premium,G,SI2,62.5,57.0,1000,5.04,5.01,3.14
25178,1.03,Premium,F,VVS1,59.7,60.0,10546,6.63,6.57,3.94
25179,0.91,Good,I,SI2,57.9,60.0,3061,6.46,6.39,3.72
25180,0.71,Very Good,F,SI1,62.4,58.0,2553,5.64,5.68,3.53
25181,1.09,Premium,H,SI2,62.5,58.0,4639,6.61,6.55,4.11
25182,2.51,Very Good,J,SI1,63.8,55.0,16842,8.51,8.6,5.46
25183,1.02,Very Good,E,VS2,60.3,60.0,6103,6.58,6.48,3.94
25184,1.32,Premium,I,SI1,60.3,60.0,6653,7.14,7.09,4.29
25185,1.0,Ideal,H,SI1,61.9,57.0,4872,6.43,6.39,3.97
25186,0.51,Very Good,H,VS1,62.5,58.0,1343,5.09,5.12,3.19
25187,0.34,Premium,G,VVS2,61.2,59.0,995,4.5,4.46,2.74
25188,0.55,Ideal,J,VS2,62.6,57.0,1165,5.21,5.17,3.25
25189,1.2,Ideal,I,VS2,62.5,56.0,5634,6.77,6.74,4.22
25190,0.71,Fair,G,SI1,65.5,55.0,2300,5.59,5.56,3.65
25191,0.5,Good,I,VS2,60.4,64.0,1047,5.12,5.08,3.08
25192,1.53,Premium,G,VS2,61.3,58.0,12228,7.48,7.4,4.56
25193,0.9,Very Good,F,SI1,61.1,56.0,3893,6.23,6.3,3.83
25194,1.03,Premium,H,VS2,61.6,61.0,5364,6.51,6.44,3.99
25195,1.08,Very Good,I,SI1,62.2,57.0,4933,6.57,6.54,4.08
25196,1.22,Ideal,G,IF,61.7,56.0,11111,6.87,6.91,4.25
25197,1.5,Premium,F,VS2,61.5,58.0,14719,7.34,7.32,4.51
25198,1.0,Good,I,SI1,63.8,58.0,3920,6.32,6.28,4.02
25199,0.51,Good,D,SI1,64.0,58.0,1349,5.06,5.03,3.23
25200,0.8,Very Good,F,VS1,63.7,56.0,3460,5.87,5.9,3.75
25201,0.38,Very Good,F,VS1,60.2,58.0,871,4.71,4.73,2.84
25202,0.82,Premium,E,SI1,61.2,61.0,3211,5.98,5.95,3.65
25203,1.51,Very Good,F,VS1,59.6,63.0,14673,7.34,7.43,4.4
25204,0.95,Good,I,SI2,63.8,57.0,2956,6.13,6.23,3.94
25205,2.22,Very Good,I,SI1,62.4,55.0,17160,8.29,8.35,5.19
25206,1.03,Ideal,G,VS2,61.1,57.0,7726,6.51,6.54,3.99
25207,1.5,Very Good,I,SI1,60.4,61.0,8590,7.35,7.39,4.45
25208,1.51,Good,G,SI1,58.8,62.0,10216,7.4,7.49,4.38
25209,0.32,Very Good,H,VS1,58.9,63.0,624,4.46,4.4,2.61
25210,0.3,Ideal,E,SI1,62.9,57.0,675,4.3,4.25,2.69
25211,1.04,Very Good,G,SI1,59.2,61.0,4724,6.63,6.68,3.94
25212,0.76,Good,D,VS2,63.5,55.0,3443,5.81,5.85,3.7
25213,0.53,Good,F,SI1,63.8,56.0,1363,5.16,5.13,3.28
25214,1.19,Premium,E,VS1,59.8,58.0,9263,7.01,6.94,4.17
25215,1.01,Ideal,G,SI1,61.4,57.0,4653,6.44,6.5,3.97
25216,0.31,Ideal,H,IF,61.8,56.0,816,4.36,4.38,2.7
25217,0.71,Very Good,I,SI2,63.7,57.0,1875,5.64,5.67,3.6
25218,0.38,Ideal,D,VS1,62.4,56.0,1095,4.64,4.68,2.91
25219,0.71,Premium,G,SI1,62.0,60.0,2388,5.68,5.64,3.51
25220,1.5,Premium,G,SI2,61.7,55.0,5460,7.39,7.32,4.54
25221,0.71,Very Good,I,SI1,58.9,59.0,2141,5.78,5.84,3.42
25222,1.05,Premium,E,SI2,62.3,56.0,4939,6.54,6.47,4.05
25223,1.51,Good,I,VVS2,63.6,58.0,7255,7.29,7.26,4.63
25224,1.01,Ideal,G,VS2,59.8,61.0,6132,6.51,6.54,3.9
25225,2.04,Premium,H,SI1,62.5,61.0,18115,8.08,8.04,5.04
25226,1.57,Premium,F,SI1,60.4,59.0,12112,7.57,7.54,4.56
25227,1.02,Premium,F,SI2,60.4,60.0,4238,6.53,6.49,3.93
25228,1.51,Ideal,D,SI1,62.3,56.0,12688,7.3,7.4,4.58
25229,2.01,Very Good,I,VS2,59.6,58.0,16383,8.18,8.23,4.89
25230,0.71,Ideal,G,SI1,61.3,55.0,3007,5.73,5.79,3.53
25231,1.62,Ideal,G,SI1,62.2,56.0,12295,7.48,7.53,4.67
25232,1.04,Ideal,D,VS1,59.1,56.0,8341,6.65,6.59,3.91
25233,2.01,Very Good,J,VS1,61.2,60.0,14812,8.06,8.14,4.96
25234,0.7,Fair,G,SI1,61.6,66.0,1995,5.62,5.57,3.45
25235,0.9,Good,D,SI2,60.3,64.0,3473,6.14,6.1,3.69
25236,1.3,Ideal,G,SI1,61.6,55.0,8416,7.01,7.05,4.33
25237,2.05,Good,G,SI2,63.7,61.0,16148,7.99,8.03,5.1
25238,1.03,Premium,I,VS1,60.1,59.0,4199,6.53,6.46,3.9
25239,1.51,Very Good,D,SI2,63.2,59.0,7915,7.25,7.18,4.56
25240,0.7,Premium,G,SI1,62.0,61.0,2184,5.67,5.62,3.5
25241,0.54,Ideal,I,VVS1,62.7,57.0,1564,5.14,5.22,3.25
25242,0.9,Very Good,E,SI1,63.2,54.0,4382,6.1,6.17,3.88
25243,1.18,Premium,G,VVS2,61.0,58.0,8025,6.84,6.79,4.16
25244,0.3,Premium,D,SI1,62.6,59.0,709,4.27,4.23,2.66
25245,0.77,Ideal,H,SI1,61.7,56.0,2612,5.9,5.85,3.62
25246,1.56,Premium,F,SI1,60.7,59.0,11901,7.55,7.45,4.55
25247,0.31,Ideal,D,SI1,62.1,56.0,571,4.33,4.37,2.7
25248,1.2,Ideal,I,VS2,62.1,57.0,5914,6.78,6.71,4.19
25249,1.56,Ideal,G,SI1,61.2,56.0,11628,7.51,7.49,4.59
25250,0.71,Fair,G,SI2,64.8,58.0,2055,5.6,5.57,3.62
25251,0.9,Premium,E,SI2,62.2,60.0,3599,6.19,6.15,3.84
25252,1.08,Premium,H,SI1,62.6,58.0,5078,6.53,6.56,4.1
25253,1.23,Ideal,G,SI2,61.6,55.0,3788,6.91,6.88,4.25
25254,0.32,Ideal,G,VVS1,62.0,57.0,1080,4.42,4.38,2.73
25255,1.5,Good,I,I1,62.6,63.0,4620,7.19,7.25,4.52
25256,0.7,Ideal,G,VS1,61.5,56.0,3065,5.7,5.75,3.52
25257,0.32,Ideal,H,VS1,62.7,56.0,672,4.42,4.39,2.76
25258,1.57,Ideal,I,SI1,62.4,53.6,9460,7.42,7.47,4.64
25259,1.46,Premium,G,VS1,62.3,58.0,12261,7.25,7.2,4.5
25260,0.4,Premium,F,VS1,61.1,59.0,1050,4.75,4.71,2.89
25261,0.41,Ideal,G,VS1,61.9,57.0,961,4.81,4.76,2.96
25262,0.34,Very Good,G,VVS2,61.2,59.0,775,4.46,4.5,2.74
25263,0.34,Premium,E,SI1,59.3,58.0,765,4.59,4.55,2.71
25264,0.31,Ideal,E,SI1,61.8,53.9,542,4.32,4.35,2.68
25265,0.7,Ideal,I,VS2,62.0,54.1,2240,5.7,5.73,3.55
25266,0.9,Very Good,D,SI2,62.5,58.0,3798,6.12,6.16,3.84
25267,0.3,Very Good,G,SI1,58.8,60.0,447,4.35,4.39,2.57
25268,1.06,Premium,F,SI1,60.4,62.0,5580,6.62,6.59,3.99
25269,0.77,Very Good,H,VS1,62.8,58.0,2961,5.75,5.78,3.62
25270,1.16,Premium,H,SI2,61.8,58.0,4872,6.81,6.75,4.19
25271,1.5,Premium,G,VS1,60.2,58.0,13720,7.41,7.38,4.45
25272,0.33,Premium,H,VVS2,62.4,60.0,854,4.42,4.39,2.75
25273,1.0,Very Good,F,SI2,62.6,58.0,4081,6.31,6.37,3.97
25274,0.77,Premium,H,SI1,60.7,58.0,2369,5.95,5.91,3.6
25275,0.41,Premium,D,SI1,60.5,60.0,791,4.77,4.81,2.9
25276,0.41,Premium,G,VVS2,61.4,58.0,1007,4.75,4.8,2.93
25277,0.42,Ideal,I,VVS1,62.7,55.0,884,4.77,4.8,3.0
25278,1.13,Ideal,I,SI2,62.0,55.0,5378,6.68,6.7,4.15
25279,0.28,Very Good,E,VS1,60.9,59.0,487,4.19,4.22,2.56
25280,0.6,Ideal,I,SI2,62.2,54.0,1125,5.4,5.44,3.37
25281,0.41,Very Good,I,VVS1,61.9,57.0,863,4.78,4.82,2.97
25282,0.41,Good,F,SI1,63.7,58.0,705,4.71,4.74,3.01
25283,1.06,Ideal,F,VS2,61.0,57.0,7075,6.57,6.6,4.02
25284,1.09,Premium,G,SI2,59.0,58.0,4456,6.78,6.72,3.98
25285,0.58,Very Good,H,SI1,62.5,58.0,1402,5.29,5.31,3.31
25286,0.5,Ideal,E,SI2,61.4,57.0,1240,5.14,5.09,3.14
25287,0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
25288,1.0,Very Good,G,VS2,61.5,58.0,5860,6.36,6.39,3.92
25289,0.3,Very Good,G,VS2,62.1,57.0,484,4.27,4.29,2.66
25290,0.38,Very Good,F,SI1,61.7,58.0,672,4.66,4.73,2.89
25291,0.34,Ideal,G,VVS2,61.6,56.0,995,4.49,4.47,2.76
25292,0.37,Ideal,E,SI1,61.4,56.0,777,4.65,4.6,2.84
25293,0.9,Ideal,I,SI2,61.9,57.0,2909,6.19,6.13,3.81
25294,1.07,Ideal,E,SI2,62.4,60.0,5280,6.49,6.52,4.06
25295,0.7,Premium,F,SI1,62.1,59.0,2196,5.68,5.72,3.54
25296,1.21,Very Good,J,VS2,60.9,58.0,4816,6.86,6.91,4.19
25297,0.7,Very Good,J,VVS2,63.2,55.0,1968,5.63,5.57,3.54
25298,0.31,Premium,G,VVS1,60.4,59.0,1046,4.41,4.37,2.65
25299,0.51,Ideal,E,SI1,62.2,57.0,1438,5.08,5.12,3.17
25300,1.01,Good,F,SI2,58.2,63.0,4119,6.51,6.55,3.8
25301,0.96,Good,H,VS1,63.9,54.0,4456,6.27,6.22,3.99
25302,0.31,Premium,I,SI1,62.8,60.0,537,4.31,4.29,2.7
25303,1.0,Premium,D,VS1,61.9,55.0,8333,6.4,6.36,3.95
25304,0.33,Ideal,H,VVS1,60.2,60.0,698,4.49,4.52,2.71
25305,0.3,Ideal,G,VVS1,62.0,54.9,735,4.3,4.33,2.68
25306,2.02,Good,I,SI1,64.3,56.0,13286,7.85,7.99,5.09
25307,0.32,Ideal,G,IF,61.8,55.0,918,4.42,4.45,2.74
25308,0.31,Very Good,J,SI1,62.7,59.0,363,4.29,4.32,2.7
25309,1.6,Premium,J,VS1,61.3,59.0,9032,7.52,7.49,4.6
25310,0.32,Ideal,J,VVS1,60.8,56.0,494,4.47,4.48,2.72
25311,1.5,Premium,J,SI2,61.4,61.0,6750,7.36,7.3,4.5
25312,0.33,Ideal,H,IF,60.5,56.0,959,4.54,4.52,2.74
25313,1.08,Premium,G,SI1,61.2,59.0,4485,6.61,6.66,4.06
25314,1.51,Very Good,H,SI2,60.2,59.0,8444,7.33,7.43,4.44
25315,0.37,Ideal,E,VS1,63.3,54.0,921,4.59,4.63,2.91
25316,1.2,Premium,D,SI2,62.0,58.0,5551,6.84,6.77,4.22
25317,0.51,Ideal,G,VVS2,60.1,56.0,1813,5.22,5.24,3.14
25318,0.74,Ideal,E,SI1,61.6,54.0,2699,5.82,5.9,3.61
25319,0.93,Ideal,I,SI1,61.9,57.0,3359,6.23,6.21,3.85
25320,0.71,Good,E,SI1,63.2,57.0,2494,5.67,5.72,3.6
25321,1.5,Very Good,J,VS1,63.3,57.0,8896,7.24,7.2,4.57
25322,1.29,Premium,F,VS1,60.9,58.0,10341,6.97,7.01,4.26
25323,0.41,Ideal,F,VS1,61.9,55.0,1007,4.76,4.8,2.96
25324,0.39,Ideal,E,VS1,62.2,53.3,1004,4.68,4.7,2.92
25325,0.7,Ideal,I,VS2,61.9,57.0,3298,5.68,5.73,3.53
25326,1.13,Premium,I,VS2,60.2,61.0,4430,6.74,6.71,4.05
25327,1.31,Good,H,SI1,57.9,62.0,6857,7.18,7.25,4.18
25328,0.36,Ideal,D,SI1,62.1,56.0,663,4.53,4.58,2.83
25329,0.3,Ideal,G,VS1,61.5,57.0,776,4.34,4.31,2.66
25330,1.35,Fair,H,VS2,64.5,58.0,5625,6.98,6.93,4.48
25331,0.72,Ideal,D,SI1,62.2,56.0,3322,5.77,5.74,3.58
25332,0.32,Very Good,E,VS1,61.6,56.0,618,4.4,4.46,2.73
25333,0.56,Good,H,SI1,63.2,57.0,1197,5.23,5.27,3.32
25334,0.3,Ideal,G,VVS1,62.3,54.0,789,4.31,4.33,2.69
25335,1.06,Very Good,I,VS1,58.5,58.3,5293,6.66,6.79,3.94
25336,0.93,Very Good,H,SI1,59.3,61.0,3838,6.33,6.39,3.77
25337,0.32,Very Good,G,VS2,62.3,55.0,544,4.38,4.41,2.73
25338,0.71,Premium,H,SI2,62.4,56.0,2028,5.7,5.64,3.54
25339,0.33,Ideal,F,VS1,61.2,56.0,928,4.49,4.46,2.74
25340,1.03,Good,F,SI2,57.7,63.0,4095,6.68,6.64,3.84
25341,1.02,Very Good,E,VVS1,60.2,60.0,10641,6.39,6.54,3.89
25342,1.22,Ideal,F,VS1,62.3,57.0,9920,6.79,6.83,4.24
25343,0.56,Ideal,G,VVS2,62.1,56.0,2357,5.31,5.29,3.29
25344,0.74,Premium,H,SI1,62.4,58.0,2300,5.75,5.7,3.57
25345,1.02,Premium,F,SI1,61.0,59.0,5455,6.58,6.47,3.98
25346,1.62,Premium,H,SI1,61.3,60.0,10813,7.48,7.53,4.6
25347,0.3,Very Good,J,VS1,63.0,59.0,394,4.24,4.27,2.68
25348,1.12,Premium,G,I1,60.3,60.0,3017,6.75,6.69,4.05
25349,0.33,Ideal,E,VS1,60.2,57.0,1002,4.52,4.48,2.71
25350,0.56,Ideal,G,VVS2,61.0,57.0,2510,5.32,5.36,3.26
25351,1.03,Fair,D,SI1,65.5,58.0,4441,6.18,6.13,4.03
25352,0.34,Premium,H,VS1,61.4,59.0,596,4.5,4.53,2.77
25353,2.3,Ideal,I,SI1,62.2,60.0,17193,8.43,8.39,5.23
25354,0.28,Good,J,VVS2,58.4,60.0,375,4.27,4.33,2.51
25355,0.31,Ideal,E,VS1,61.2,55.0,754,4.4,4.42,2.7
25356,0.52,Very Good,F,SI1,61.0,59.0,1326,5.18,5.21,3.17
25357,1.02,Premium,H,SI2,60.9,59.0,4284,6.51,6.46,3.95
25358,1.01,Premium,H,VS2,62.3,58.0,4412,6.45,6.36,3.99
25359,1.23,Very Good,F,VVS2,58.5,59.0,10650,6.98,7.07,4.11
25360,0.54,Ideal,H,VVS1,60.3,56.0,1846,5.28,5.33,3.2
25361,1.5,Good,G,VS1,63.8,59.0,11524,7.16,7.22,4.59
25362,0.54,Ideal,G,VVS2,61.5,54.0,1985,5.24,5.26,3.23
25363,1.01,Ideal,E,VS1,61.6,57.0,7565,6.45,6.41,3.96
25364,0.92,Premium,J,SI1,62.9,58.0,2858,6.22,6.18,3.9
25365,0.73,Fair,I,VS1,55.9,66.0,2330,6.11,6.01,3.39
25366,0.26,Good,D,VS1,58.4,63.0,403,4.19,4.24,2.46
25367,0.31,Premium,H,SI1,61.1,55.0,573,4.39,4.35,2.67
25368,0.53,Ideal,H,VS2,62.5,56.0,1314,5.15,5.19,3.23
25369,0.3,Premium,E,SI1,62.4,58.0,675,4.28,4.24,2.66
25370,0.31,Premium,E,VS1,61.0,58.0,734,4.37,4.39,2.67
25371,2.03,Very Good,E,SI2,63.0,61.0,15690,7.99,8.04,5.05
25372,0.34,Very Good,G,VS1,62.2,55.0,640,4.48,4.52,2.8
25373,0.96,Premium,I,SI2,61.3,60.0,2669,6.45,6.25,3.9
25374,1.16,Ideal,G,VVS1,60.5,57.0,9075,6.78,6.83,4.12
25375,0.7,Good,H,SI2,61.5,63.0,1899,5.59,5.63,3.45
25376,0.53,Ideal,D,SI1,62.3,56.0,1683,5.18,5.15,3.22
25377,0.41,Ideal,G,IF,61.6,55.0,1259,4.78,4.83,2.96
25378,0.33,Ideal,I,VVS1,61.7,55.7,570,4.43,4.45,2.74
25379,0.91,Very Good,G,SI2,63.2,61.0,3282,6.27,6.01,3.88
25380,0.4,Very Good,F,VS1,63.1,59.0,938,4.68,4.64,2.94
25381,1.52,Ideal,J,SI1,61.9,57.0,7491,7.37,7.33,4.55
25382,1.22,Ideal,F,VS1,62.6,55.0,9581,6.82,6.86,4.28
25383,1.01,Good,D,VS2,64.1,57.0,4466,6.32,6.22,4.02
25384,0.72,Very Good,H,SI2,63.5,55.0,1799,5.66,5.62,3.58
25385,0.28,Very Good,E,VS1,61.8,55.0,489,4.21,4.24,2.61
25386,0.33,Ideal,G,VVS1,61.7,56.0,1114,4.47,4.45,2.75
25387,1.32,Ideal,H,VVS2,62.0,54.0,9571,7.05,7.06,4.37
25388,1.01,Premium,F,SI2,61.3,60.0,4497,6.43,6.4,3.93
25389,0.3,Very Good,D,SI1,63.2,56.0,709,4.27,4.24,2.69
25390,1.07,Ideal,I,VVS1,62.3,57.0,6685,6.56,6.6,4.1
25391,0.34,Ideal,E,SI2,62.4,57.0,612,4.5,4.47,2.8
25392,0.87,Ideal,G,I1,61.5,57.0,1827,6.09,6.04,3.73
25393,0.51,Ideal,G,VVS2,62.0,57.0,1877,5.11,5.15,3.18
25394,0.9,Fair,I,SI2,65.3,57.0,2536,5.98,5.93,3.89
25395,0.76,Premium,F,SI2,62.7,55.0,2491,5.83,5.74,3.63
25396,1.25,Good,F,VS2,63.9,58.0,6440,6.76,6.71,4.31
25397,0.3,Premium,G,VS1,61.4,58.0,776,4.35,4.32,2.66
25398,0.4,Ideal,H,VVS2,62.4,57.0,1125,4.73,4.69,2.94
25399,0.57,Ideal,G,VVS2,61.7,56.0,2206,5.33,5.3,3.28
25400,1.22,Very Good,H,SI1,63.5,55.0,6387,6.78,6.73,4.29
25401,0.32,Ideal,D,SI2,61.7,55.0,612,4.4,4.38,2.71
25402,1.6,Fair,F,SI2,65.0,56.0,6272,7.35,7.26,4.8
25403,0.54,Very Good,D,SI1,60.3,61.0,1650,5.26,5.29,3.18
25404,1.01,Good,F,SI1,63.3,58.0,4479,6.31,6.4,4.02
25405,1.06,Very Good,H,SI2,62.4,54.0,4516,6.5,6.54,4.07
25406,0.31,Very Good,H,VS2,62.5,60.0,489,4.31,4.36,2.71
25407,0.34,Premium,G,IF,62.3,59.0,1084,4.49,4.46,2.79
25408,0.7,Premium,F,SI2,59.6,60.0,2139,5.77,5.71,3.42
25409,1.04,Premium,H,SI2,61.5,59.0,4368,6.54,6.51,4.01
25410,0.52,Good,D,SI2,63.7,55.0,1203,5.1,5.11,3.25
25411,0.31,Very Good,G,VS2,62.9,57.0,544,4.31,4.34,2.72
25412,1.61,Ideal,G,SI1,61.2,55.0,11192,7.57,7.62,4.65
25413,1.91,Very Good,G,SI1,63.1,59.0,15241,7.9,7.86,4.97
25414,0.9,Premium,E,SI1,62.7,60.0,4443,6.13,6.03,3.81
25415,0.82,Ideal,F,SI2,62.3,56.0,2841,5.96,6.02,3.73
25416,1.12,Ideal,H,SI2,62.4,54.0,5178,6.65,6.68,4.16
25417,1.0,Very Good,G,VS2,63.1,58.0,5723,6.39,6.31,4.01
25418,1.54,Very Good,I,VS2,62.0,58.0,8537,7.38,7.43,4.59
25419,1.57,Very Good,H,SI1,59.6,58.0,10447,7.61,7.65,4.55
25420,1.01,Premium,F,VVS2,59.9,58.0,8905,6.54,6.49,3.9
25421,0.9,Very Good,F,VS2,61.6,63.0,4617,6.13,6.17,3.79
25422,0.46,Very Good,D,SI1,62.2,58.0,927,4.92,4.98,3.08
25423,0.9,Good,F,SI1,62.5,59.0,4119,6.1,6.13,3.82
25424,0.7,Good,D,SI1,64.2,60.0,2298,5.59,5.62,3.6
25425,1.01,Good,E,SI2,57.5,63.0,4171,6.56,6.58,3.78
25426,0.72,Ideal,H,VS2,61.2,57.0,3018,5.79,5.77,3.54
25427,1.32,Ideal,I,VS1,61.2,57.0,7480,7.06,7.12,4.34
25428,0.7,Good,J,SI2,61.2,64.0,1824,5.68,5.73,3.49
25429,2.02,Premium,G,SI1,61.8,58.0,17579,8.16,8.1,4.94
25430,0.52,Very Good,F,SI1,61.3,56.0,1261,5.2,5.24,3.2
25431,0.7,Very Good,E,SI1,62.7,59.0,2753,5.63,5.67,3.54
25432,1.32,Very Good,F,VS1,60.3,57.0,10575,7.08,7.12,4.28
25433,1.17,Ideal,G,SI2,62.0,55.0,5012,6.81,6.74,4.2
25434,0.41,Ideal,F,VS1,61.5,55.0,1180,4.8,4.83,2.96
25435,0.33,Good,D,SI1,63.1,55.0,567,4.42,4.46,2.8
25436,0.66,Very Good,F,SI2,61.6,54.0,1311,5.62,5.64,3.47
25437,1.54,Ideal,G,VVS2,62.0,54.0,15415,7.36,7.43,4.59
25438,0.5,Good,G,VVS2,64.4,57.0,1991,4.97,5.05,3.22
25439,0.81,Premium,E,SI2,59.9,61.0,2559,6.08,6.05,3.63
25440,0.9,Premium,I,VS1,62.2,58.0,3580,6.18,6.13,3.83
25441,1.04,Premium,I,SI1,62.5,62.0,4252,6.45,6.39,4.01
25442,0.3,Premium,G,VVS2,62.6,58.0,878,4.28,4.25,2.67
25443,0.73,Good,E,I1,56.9,60.0,1628,5.98,5.93,3.39
25444,1.2,Premium,I,VS1,59.9,59.0,6250,6.96,6.87,4.14
25445,1.21,Premium,J,SI2,60.8,58.0,3984,6.93,6.88,4.19
25446,0.4,Ideal,I,VVS2,62.0,54.0,758,4.74,4.77,2.95
25447,0.53,Premium,E,SI1,62.2,56.0,1654,5.22,5.16,3.23
25448,0.76,Ideal,G,SI2,62.1,54.0,2143,5.88,5.84,3.64
25449,1.21,Good,F,SI2,63.7,64.0,4669,6.73,6.63,4.25
25450,1.02,Good,F,SI2,63.3,61.0,3811,6.28,6.32,3.99
25451,0.7,Fair,I,VS1,60.2,66.0,2234,5.77,5.62,3.44
25452,1.03,Premium,F,SI1,61.5,59.0,5087,6.49,6.42,3.97
25453,1.46,Premium,H,SI2,61.4,59.0,7604,7.3,7.26,4.47
25454,0.3,Very Good,G,VS2,61.4,54.0,526,4.31,4.36,2.66
25455,0.31,Premium,G,VS1,62.1,58.0,542,4.31,4.36,2.69
25456,0.79,Ideal,F,SI2,61.9,55.0,2771,5.97,5.92,3.68
25457,0.92,Very Good,G,SI1,63.8,57.0,3724,6.13,6.16,3.92
25458,1.0,Ideal,G,SI1,61.6,55.0,4956,6.51,6.41,3.98
25459,1.17,Ideal,F,SI1,61.1,56.0,6828,6.77,6.82,4.15
25460,1.7,Very Good,G,VVS2,61.5,60.0,17073,7.59,7.64,4.68
25461,0.3,Ideal,E,SI1,61.3,56.0,640,4.34,4.37,2.67
25462,1.0,Ideal,H,SI2,62.6,56.0,4256,6.38,6.34,3.98
25463,1.62,Premium,H,SI2,63.0,58.0,6350,7.47,7.41,4.69
25464,2.0,Very Good,H,SI1,62.8,57.0,18803,7.95,8.0,5.01
25465,1.05,Good,G,SI2,63.2,54.0,4241,6.49,6.52,4.11
25466,0.54,Ideal,F,SI2,61.0,56.0,1173,5.24,5.29,3.21
25467,1.0,Premium,H,VS2,58.9,56.0,4514,6.53,6.51,3.84
25468,0.39,Good,F,SI1,63.6,58.0,921,4.65,4.6,2.94
25469,0.45,Good,E,SI1,63.9,57.0,829,4.81,4.86,3.09
25470,0.9,Very Good,I,VS2,61.4,58.0,4089,6.22,6.25,3.83
25471,1.09,Premium,H,SI2,61.2,62.0,4395,6.63,6.58,4.04
25472,0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46
25473,1.05,Ideal,H,SI2,61.2,57.0,4410,6.59,6.54,4.02
25474,0.66,Good,G,VS1,61.6,61.0,2139,5.56,5.63,3.43
25475,0.52,Ideal,G,VS1,60.9,55.0,1815,5.22,5.16,3.16
25476,1.01,Premium,F,VS2,59.2,60.0,6416,6.51,6.54,3.86
25477,0.52,Ideal,D,SI1,61.8,57.0,1600,5.14,5.19,3.19
25478,0.5,Premium,I,SI2,59.8,56.0,900,5.23,5.18,3.11
25479,0.43,Premium,G,VVS1,60.3,58.0,1207,4.87,4.91,2.95
